id,name,linkedin_url,website,industry,employee_count,country,city,founded_year,company_age,gtm_score,gtm_band,demand_score,conversion_score,delivery_score,DEM-ICP-01,DEM-FIT-02,DEM-MSG-03,DEM-CHN-04,DEM-ATT-05,DEM-CNT-06,CON-SLA-01,CON-QLF-02,CON-STG-03,CON-OBJ-04,CON-WNL-05,CON-PGE-06,DEL-TTV-01,DEL-ONB-02,DEL-HLT-03,DEL-RET-04,DEL-QBR-05,DEL-ADV-06,follower_count,followers_per_employee,speciality_count,description_length,is_verified,has_tagline,has_website,page_verified
75465619,OneThirtyFive,https://www.linkedin.com/company/onethirtyfive/,https://onethirtyfive.com,Business Consulting and Services,19.0,US,Cleveland,2024.0,2.0,43.3,Process & Response,60.0,36.5,23.3,3,1,5,4,3,2,1,1,4,1,2,2,1,2,1,1,1,1,3136,165.1,20,1489,1,1,1,True
37899517,Pricing I/O,https://www.linkedin.com/company/pricingio/,http://www.pricingio.com,Business Consulting and Services,20.0,US,San Diego,2019.0,7.0,32.1,Foundations,36.2,30.5,27.0,2,1,2,3,1,2,2,2,2,1,1,1,1,2,1,2,1,1,3262,163.1,20,431,0,1,1,False
96583817,TrioSEO,https://www.linkedin.com/company/trioseo/,https://trioseo.com/,Marketing Services,19.0,US,Denver,2023.0,3.0,32.9,Foundations,42.3,29.9,20.0,2,2,2,2,1,4,1,2,1,1,2,2,1,1,1,1,1,1,4282,225.4,5,689,0,1,1,False
6418738,FeaturedCustomers,https://www.linkedin.com/company/featuredcustomers-com/,http://featuredcustomers.com/,IT Services and IT Consulting,4.0,US,Sunrise,2014.0,12.0,33.0,Foundations,36.5,29.9,32.1,2,2,2,2,1,2,1,2,2,2,1,1,1,1,2,1,1,4,3543,885.8,10,485,0,1,1,False
104772213,Lucidly,https://www.linkedin.com/company/lucidlyhq/,https://www.lucidlyhq.com,Software Development,0.0,US,San Francisco,2024.0,2.0,41.6,Process & Response,49.7,30.1,48.2,2,2,3,4,2,2,1,1,3,1,2,1,1,2,5,4,1,1,3338,inf,20,342,0,1,1,False
34682800,Pretiosum Ventures,https://www.linkedin.com/company/pretiosum-ventures/,http://pretiosum.vc,Venture Capital and Private Equity Principals,1.0,US,New York City,,,32.2,Foundations,47.1,23.4,20.0,4,2,3,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2665,2665.0,6,383,0,1,1,False
96233508,Pack GTM | SaaS Sales Recruitment in Germany,https://www.linkedin.com/company/pack-gtm/,https://www.packgtm.com/,Staffing and Recruiting,7.0,DE,Berlin,2023.0,3.0,32.4,Foundations,43.0,23.4,29.2,2,2,3,3,1,2,1,1,1,1,2,1,1,2,1,1,2,2,6465,923.6,20,942,0,1,1,False
105234891,Gunpowder Innovations,https://www.linkedin.com/company/gunpowderinnovations/,https://www.gunpowderinnovations.com/,"Technology, Information and Internet",13.0,GB,London,2023.0,3.0,27.8,Foundations,36.1,23.4,20.0,1,2,2,3,1,2,1,1,1,1,2,1,1,1,1,1,1,1,13141,1010.8,18,214,0,1,1,False
98837239,Perceptis AI,https://www.linkedin.com/company/perceptis-ai/,https://perceptis.ai,"Technology, Information and Internet",15.0,US,Seattle,2024.0,2.0,30.6,Foundations,35.7,27.3,27.1,1,1,3,2,1,3,3,1,1,1,1,1,2,1,2,1,1,1,3218,214.5,13,1600,0,1,1,False
35649423,Ziplyne,https://www.linkedin.com/company/ziplyne/,https://www.ziplyne.com,"Technology, Information and Internet",17.0,US,New York City,2017.0,9.0,32.0,Foundations,36.5,30.2,26.7,2,2,2,2,1,2,1,2,2,1,2,1,1,3,1,1,1,1,3215,189.1,10,832,0,1,1,False
35936213,Scale Beyond Labs,https://www.linkedin.com/company/scalebeyondlabs/,https://www.bizconmedia.com,Marketing Services,3.0,GB,Barnsley,2026.0,0.0,38.1,Foundations,48.8,33.1,26.7,2,2,3,3,1,4,1,1,3,1,2,2,1,1,1,2,2,1,13634,4544.7,13,598,0,1,1,False
7602223,Avenue Talent Partners (ATP),https://www.linkedin.com/company/avenue-talentpartners/,http://www.avenuetalentpartners.com,Staffing and Recruiting,3.0,US,Grand Rapids,2015.0,11.0,35.3,Foundations,46.4,26.9,29.8,2,2,4,3,1,2,1,2,2,1,1,1,1,2,2,1,2,1,3245,1081.7,26,1893,0,1,1,False
29021419,Omedym,https://www.linkedin.com/company/omedym/,https://www.omedym.com/,Software Development,0.0,US,Liberty,,,40.6,Process & Response,49.7,33.6,36.4,1,3,2,4,3,2,1,2,3,1,2,1,1,4,2,1,1,2,2371,inf,15,1738,0,0,1,False
27137601,TendersGo® / Global Tenders and Bids Company,https://www.linkedin.com/company/tendersgo-global-tenders-and-bids-company/,https://www.app.tendersgo.com/,IT Services and IT Consulting,17.0,US,Casper,2016.0,10.0,34.8,Foundations,46.5,26.9,27.1,2,1,3,3,3,2,1,2,2,1,1,1,1,1,2,2,1,1,3200,188.2,23,1574,0,1,1,False
71193665,Jedar Capital,https://www.linkedin.com/company/jedar-capital/,http://www.jedarcapital.com,Venture Capital and Private Equity Principals,14.0,US,New York City,2021.0,5.0,29.5,Foundations,33.5,30.2,20.0,3,1,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,4439,317.1,0,340,0,1,1,False
28594303,Contnu.ai,https://www.linkedin.com/company/crankchart/,https://contnu.ai,IT Services and IT Consulting,1.0,US,New York City,2018.0,8.0,29.5,Foundations,33.6,30.2,20.0,2,1,2,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,149,149.0,10,250,0,1,1,False
86279778,Conektto,https://www.linkedin.com/company/conektto-inc/,http://www.conektto.io,"Technology, Information and Media",3.0,US,Pleasanton,2022.0,4.0,29.3,Foundations,39.7,23.5,20.0,2,2,2,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3209,1069.7,17,286,0,1,1,False
105349893,The Prompting Company,https://www.linkedin.com/company/promptingcompany/,https://www.promptingcompany.com/,"Technology, Information and Internet",18.0,US,San Francisco,2025.0,1.0,25.2,Foundations,33.0,20.0,20.0,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3172,176.2,4,42,0,1,1,False
3185179,Needl,https://www.linkedin.com/company/needlsearch/,http://www.needlsearch.io,Staffing and Recruiting,11.0,IE,Dublin,,,32.1,Foundations,47.0,23.4,20.0,3,2,3,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,48426,4402.4,10,779,1,1,1,True
75424795,Tekpon,https://www.linkedin.com/company/tekpon/,https://tekpon.com,"Technology, Information and Internet",11.0,US,Middletown,2021.0,5.0,39.2,Foundations,46.7,36.3,30.0,2,3,4,2,1,2,1,2,2,2,2,2,1,1,2,2,1,2,3016,274.2,13,1676,0,1,1,False
100534477,Targhee Security,https://www.linkedin.com/company/targhee-security/,https://www.targheesec.com,Computer and Network Security,4.0,US,San Francisco,2024.0,2.0,35.4,Foundations,43.5,33.6,22.9,3,2,3,2,1,2,2,2,1,2,2,1,1,1,1,1,1,2,4150,1037.5,10,916,0,1,1,False
105546757,Outbound System,https://www.linkedin.com/company/outboundsystem/,https://outboundsystem.com,Marketing Services,16.0,US,Los Angeles,2020.0,6.0,43.0,Process & Response,46.8,47.3,26.5,3,2,4,2,1,2,3,2,4,2,2,1,2,1,1,1,1,2,1500,93.8,0,1937,0,1,1,False
85998825,Zelta AI (acquired by Pendo),https://www.linkedin.com/company/zeltaai/,https://www.zelta.ai/,"Technology, Information and Internet",2.0,US,New York City,2022.0,4.0,28.1,Foundations,33.3,26.9,20.0,2,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,3685,1842.5,0,354,0,1,1,False
85394908,Blockrate,https://www.linkedin.com/company/blockrate/,http://www.blockrateconsulting.com,"Technology, Information and Internet",13.0,SG,Singapore,2019.0,7.0,36.0,Foundations,39.7,36.9,26.5,1,2,3,2,2,2,1,2,4,1,2,1,1,1,1,2,1,2,12512,962.5,9,1076,1,1,1,True
16223558,Speedwork -- LinkedIn Ads Agency,https://www.linkedin.com/company/speedwork/,https://speedworksocial.com/,Advertising Services,20.0,US,Austin,2016.0,10.0,46.5,Process & Response,63.2,43.1,20.0,4,1,4,4,3,3,1,2,4,2,2,2,1,1,1,1,1,1,11520,576.0,16,1648,1,1,1,True
18909706,Bizzit AI,https://www.linkedin.com/company/bizzit/,https://www.bizzit.ai/,Research Services,10.0,US,San Francisco,,,27.1,Foundations,35.9,20.0,23.5,2,1,2,2,1,3,1,1,1,1,1,1,1,1,2,1,1,1,3003,300.3,14,298,0,1,1,False
19057833,duo Strategy,https://www.linkedin.com/company/duo-strategy/,https://www.duostrategyla.com/,Advertising Services,5.0,US,Los Angeles,2019.0,7.0,34.2,Foundations,39.4,36.0,20.0,2,1,2,4,1,2,1,2,2,1,1,4,1,1,1,1,1,1,2684,536.8,15,837,0,1,1,False
18458297,Vertalo,https://www.linkedin.com/company/vertalo/,https://www.vertalo.com,Financial Services,11.0,US,Austin,2017.0,9.0,28.6,Foundations,33.0,26.9,23.3,2,1,2,2,1,2,1,2,2,1,1,1,1,2,1,1,1,1,3599,327.2,14,505,0,1,1,False
10937573,Ethos Software,https://www.linkedin.com/company/ethossoftwareco/,www.ethossoftware.com,"Technology, Information and Internet",16.0,US,Denver,2017.0,9.0,30.7,Foundations,39.9,26.9,20.0,2,2,3,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,3001,187.6,4,719,0,1,1,False
54319991,Freshflows,https://www.linkedin.com/company/freshflows/,https://www.freshflows.io/,Software Development,1.0,US,Des Moines,,,25.3,Foundations,33.3,20.0,20.0,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3747,3747.0,0,208,0,1,1,False
106355925,Marketing XYZ,https://www.linkedin.com/company/marketing-xyz-co/,marketingxyz.co,Business Content,17.0,US,Miami,,,46.6,Process & Response,56.5,45.3,29.4,2,2,4,2,4,3,1,1,2,2,3,5,1,1,1,2,1,3,34116,2006.8,0,1210,1,1,1,True
15176713,Silent Sector,https://www.linkedin.com/company/silent-sector/,https://www.silentsector.com,Computer and Network Security,16.0,US,Scottsdale,2016.0,10.0,37.4,Foundations,50.0,30.4,26.4,3,2,4,3,1,2,1,3,2,1,1,1,1,2,1,1,2,1,673,42.1,21,1346,0,1,1,False
2593665,envivo.io,https://www.linkedin.com/company/envivo-select-gmbh/,https://www.envivo.io/,Software Development,9.0,DE,Markt Schwaben,2022.0,4.0,34.9,Foundations,45.4,30.2,23.5,1,1,4,4,1,3,1,2,2,1,2,1,1,1,2,1,1,1,4170,463.3,15,1226,0,1,1,False
37052306,Bordeaux & Burgundy,https://www.linkedin.com/company/bordeauxburgundy/,http://www.bordeauxandburgundy.co.uk,Marketing Services,19.0,GB,London,2022.0,4.0,31.9,Foundations,39.4,30.2,20.0,2,1,2,2,2,3,1,2,2,1,2,1,1,1,1,1,1,1,9592,504.8,11,298,1,1,1,True
33197515,Arka Venture Labs,https://www.linkedin.com/company/arka-venture-labs/,http://www.arka.vc,Venture Capital and Private Equity Principals,9.0,US,Menlo Park,2018.0,8.0,31.4,Foundations,40.0,26.9,23.3,3,1,3,2,1,2,1,2,2,1,1,1,1,2,1,1,1,1,2870,318.9,12,1253,0,1,1,False
82550719,Intertru Inc,https://www.linkedin.com/company/intertru-inc/,https://www.intertru.ai/,"Technology, Information and Internet",6.0,US,Newport Beach,2022.0,4.0,30.0,Foundations,32.8,30.5,23.5,1,1,3,2,1,2,2,2,1,1,2,1,1,1,2,1,1,1,2610,435.0,5,729,0,1,1,False
43273421,Totely India,https://www.linkedin.com/company/totely-india-pvt-ltd/,http://www.totely.net,IT Services and IT Consulting,8.0,US,San Francisco,2019.0,7.0,28.7,Foundations,29.9,30.2,23.5,2,1,2,1,1,2,1,2,2,1,2,1,1,1,2,1,1,1,3607,450.9,0,942,0,1,1,False
97443257,Grow AI Partners,https://www.linkedin.com/company/growaipartners/,https://growaipartners.com/,Business Consulting and Services,6.0,US,Meridian,2023.0,3.0,33.1,Foundations,42.8,29.9,20.0,2,2,3,2,1,3,1,2,2,1,1,2,1,1,1,1,1,1,3627,604.5,5,817,0,1,1,False
31249973,Cleanomatics,https://www.linkedin.com/company/cleanomatics/,https://www.cleanomatics.com/,IT Services and IT Consulting,17.0,IN,Gurgaon,2020.0,6.0,48.2,Process & Response,50.3,53.7,33.2,2,1,3,2,5,2,3,2,4,1,3,3,1,3,2,1,2,1,8180,481.2,13,1429,0,1,1,False
299613,Copeland Automotive Recruitment,https://www.linkedin.com/company/copeland-select/,http://www.copelandselect.co.uk,Staffing and Recruiting,2.0,GB,Oxfordshire,2009.0,17.0,33.2,Foundations,39.7,30.2,25.9,2,2,2,3,1,2,1,2,2,1,2,1,1,1,1,1,2,2,9992,4996.0,28,964,0,1,1,False
11750686,A-List Search,https://www.linkedin.com/company/a-list-search/,http://alistsearch.ai,Staffing and Recruiting,1.0,US,Miami,2003.0,23.0,31.5,Foundations,37.1,26.9,29.4,2,2,2,2,2,1,1,2,2,1,1,1,1,1,2,1,2,2,2727,2727.0,10,850,1,1,1,True
18146019,INLT,https://www.linkedin.com/company/inltinc/,http://www.inlt.com,"Transportation, Logistics, Supply Chain and Storage",6.0,US,Los Angeles,2016.0,10.0,28.1,Foundations,33.3,26.9,20.0,2,1,2,3,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2555,425.8,16,179,0,1,1,False
106737261,Orynth Consulting,https://www.linkedin.com/company/orynthconsulting/,www.orynthconsulting.com,Business Consulting and Services,18.0,IN,New Delhi,2025.0,1.0,38.3,Foundations,46.8,38.9,20.0,3,1,4,2,2,2,1,1,2,1,2,5,1,1,1,1,1,1,7808,433.8,14,1456,0,1,1,False
90408739,Vocadian,https://www.linkedin.com/company/vocadian/,https://www.vocadian.ai,Wellness and Fitness Services,18.0,US,Boston,2023.0,3.0,37.7,Foundations,50.4,30.2,27.1,4,2,4,2,1,2,1,2,2,1,2,1,1,1,2,2,1,1,2664,148.0,12,1892,0,1,1,False
31564021,PreSkale (Acquired by Storylane),https://www.linkedin.com/company/preskale/,https://www.preskale.com,Software Development,3.0,US,San Mateo,2021.0,5.0,35.9,Foundations,46.1,30.2,26.8,1,2,3,4,2,2,1,2,2,1,2,1,1,2,2,1,1,1,2760,920.0,16,686,0,1,1,False
3546034,Goxee Dealer Software,https://www.linkedin.com/company/goxeedealer/,https://www.goxeedealer.com/,Software Development,12.0,US,Los Angeles,2012.0,14.0,35.8,Foundations,37.1,40.9,22.9,2,1,2,2,3,1,3,2,3,1,2,1,1,1,1,1,1,2,3545,295.4,7,537,0,1,1,False
10472198,Vestigo Ventures,https://www.linkedin.com/company/vestigo-ventures/,http://www.vestigoventures.com/,Venture Capital and Private Equity Principals,16.0,US,Cambridge,2016.0,10.0,28.7,Foundations,33.5,26.9,23.0,3,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,3627,226.7,1,732,0,1,1,False
114054102,Shift AI,https://www.linkedin.com/company/shift-ai-events/,http://shiftai.events,Events Services,2.0,GB,London,,,30.5,Foundations,33.3,33.0,20.0,2,2,2,1,1,2,1,2,1,3,2,1,1,1,1,1,1,1,27555,13777.5,0,792,0,1,1,False
18237576,Cali BBQ Media,https://www.linkedin.com/company/calibbqmedia/,https://www.CaliBBQ.media,Media Production,20.0,US,San Diego,2017.0,9.0,35.5,Foundations,51.9,26.9,20.0,2,1,4,4,1,4,1,2,2,1,1,1,1,1,1,1,1,1,3354,167.7,18,1458,0,1,1,False
264664,GM Ryan International,https://www.linkedin.com/company/gm-ryan-international/,http://www.gmryan.com,"Technology, Information and Internet",7.0,us,Bethesda,2005.0,21.0,31.3,Foundations,36.5,30.2,23.0,2,1,2,4,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2618,374.0,17,468,0,1,1,False
30958672,Olik,https://www.linkedin.com/company/olikhq/,https://olik.in/,Information Technology & Services,9.0,US,Lewes,2020.0,6.0,30.0,Foundations,33.0,30.2,23.5,2,1,2,2,1,2,1,2,2,1,2,1,1,1,2,1,1,1,2575,286.1,7,575,0,1,1,False
2151468,Arkra,https://www.linkedin.com/company/arkra/,http://www.arkra.com,Financial Services,6.0,US,Newport Beach,2023.0,3.0,28.0,Foundations,36.2,23.7,20.0,2,1,2,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2456,409.3,17,330,0,1,1,False
28651519,ClickCard,https://www.linkedin.com/company/clickcardapp/,https://www.clickcardapp.com,Software Development,5.0,US,Fort Wayne,2018.0,8.0,31.3,Foundations,36.5,30.2,22.9,2,2,2,2,1,2,1,2,2,1,2,1,1,1,1,1,1,2,3685,737.0,10,875,0,1,1,False
16173610,Gather Voices,https://www.linkedin.com/company/gather-voices/,https://gathervoices.co,Events Services,14.0,US,Chicago,2017.0,9.0,30.0,Foundations,36.4,26.9,23.3,2,1,3,2,1,2,1,2,2,1,1,1,1,2,1,1,1,1,2786,199.0,7,1095,0,1,1,False
11843068,revshoppe.com,https://www.linkedin.com/company/revshoppe/,https://www.revshoppe.com/,Business Consulting and Services,11.0,US,Austin,2018.0,8.0,38.2,Foundations,42.8,39.4,26.7,2,1,3,4,1,2,1,2,2,1,2,4,1,1,1,2,2,1,2476,225.1,19,822,0,1,1,False
70405511,Potion,https://www.linkedin.com/company/sendpotion/,https://www.sendpotion.com,"Technology, Information and Media",4.0,US,San Francisco,2020.0,6.0,27.8,Foundations,32.6,26.9,20.0,1,1,2,3,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2562,640.5,17,692,0,1,1,False
98710055,n8 Talent,https://www.linkedin.com/company/n8talent/,http://www.n8talent.co.uk,Staffing and Recruiting,2.0,GB,Cambridge,2023.0,3.0,32.1,Foundations,46.8,23.4,20.0,2,4,3,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,15551,7775.5,14,911,0,1,1,False
14617731,Polayads,https://www.linkedin.com/company/polayads/,www.polayads.com,Business Consulting and Services,2.0,US,New Rochelle,2018.0,8.0,48.8,Process & Response,67.2,39.7,30.2,4,2,4,4,4,2,1,2,3,2,2,2,1,1,2,2,2,1,3118,1559.0,20,1580,0,1,1,False
74531161,A'sTechware,https://www.linkedin.com/company/astechware/,https://astechware.com/,Software Development,9.0,US,Wyoming,2018.0,8.0,28.5,Foundations,32.6,26.9,23.3,1,1,2,3,1,2,1,2,2,1,1,1,1,2,1,1,1,1,2539,282.1,18,191,0,1,1,False
89319511,FoundersEdge,https://www.linkedin.com/company/foundersedge/,https://www.foundersedge.com,Venture Capital and Private Equity Principals,17.0,US,Boston,,,28.0,Foundations,36.5,23.4,20.0,2,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2577,151.6,10,452,0,1,1,False
43230753,Literal Humans | B Corp,https://www.linkedin.com/company/literalhumans/,https://literalhumans.com/,Marketing Services,12.0,GB,London,2020.0,6.0,39.1,Foundations,52.6,30.2,29.8,3,1,4,4,1,3,1,2,2,1,2,1,2,2,1,1,1,2,6652,554.3,17,1073,0,1,1,False
1058143,CN Sales Recruitment LTD,https://www.linkedin.com/company/cn-sales-recruitment-ltd/,http://www.cnsalesrecruitment.com,Staffing and Recruiting,11.0,GB,Farnham,2010.0,16.0,41.6,Process & Response,43.2,44.1,33.5,2,2,4,2,1,2,1,5,2,1,3,1,2,2,2,1,2,1,12483,1134.8,13,1820,0,1,1,False
65531894,Hunters and Unicorns,https://www.linkedin.com/company/huntersandunicorns/,http://www.huntersandunicorns.com,Staffing and Recruiting,12.0,GB,Hove,2020.0,6.0,36.2,Foundations,42.8,36.3,23.0,2,2,3,2,1,3,1,2,2,3,2,1,1,1,1,1,2,1,11951,995.9,0,1325,0,1,1,False
18102255,Quanta,https://www.linkedin.com/company/quanta-i/,https://quanta-i.com,Staffing and Recruiting,8.0,GB,Chester,2017.0,9.0,37.7,Foundations,45.8,33.6,29.8,2,2,2,4,1,3,1,2,2,1,3,1,1,2,2,1,2,1,13310,1663.8,18,530,0,1,1,False
442244,oseberg,https://www.linkedin.com/company/oseberg/,http://www.oseberg.io,Oil and Gas,14.0,US,Oklahoma City,2009.0,17.0,30.3,Foundations,33.8,30.2,23.5,3,1,2,2,1,1,1,2,2,1,2,1,1,1,2,1,1,1,2944,210.3,5,903,0,1,1,False
16186589,"Mastery Of B2B Sales, LLC",https://www.linkedin.com/company/masteryofb2bsales/,https://masteryofb2bsales.mykajabi.com/2,Business Consulting and Services,2.0,US,Summit,2016.0,10.0,38.0,Foundations,43.2,40.3,22.9,2,2,4,2,1,2,1,4,3,2,1,1,1,1,1,1,1,2,1640,820.0,7,1433,0,1,1,False
18178311,Good AI Capital,https://www.linkedin.com/company/good-ai-capital/,http://www.goodai.capital,Venture Capital and Private Equity Principals,3.0,US,Menlo Park,2017.0,9.0,26.7,Foundations,30.0,26.9,20.0,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,3174,1058.0,1,329,0,0,1,False
18979775,SupplyHive™,https://www.linkedin.com/company/supplyhive-spm/,https://supplyhive.com/contact/,Software Development,16.0,US,Chicago,2018.0,8.0,30.6,Foundations,32.9,30.2,26.8,1,1,2,4,1,1,1,2,2,1,2,1,1,2,2,1,1,1,2327,145.4,24,761,0,1,1,False
97455748,STA Soft,https://www.linkedin.com/company/sta-soft/,https://stasoft.io/,Software Development,19.0,US,Houston,2020.0,6.0,30.0,Foundations,36.4,26.9,23.3,2,1,3,2,1,2,1,2,2,1,1,1,1,2,1,1,1,1,2435,128.2,12,1393,0,1,1,False
9466804,Xapix,https://www.linkedin.com/company/xapix-io/,http://www.xapix.io,"Technology, Information and Internet",1.0,US,San Francisco,2016.0,10.0,27.4,Foundations,30.0,26.9,23.5,1,2,2,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,2378,2378.0,14,278,0,1,1,False
101781641,Staffr,https://www.linkedin.com/company/wearestaffr/,https://wearestaffr.com/,Staffing and Recruiting,11.0,GB,London,,,30.6,Foundations,36.7,23.4,32.7,2,2,3,1,1,2,1,1,1,1,2,1,1,2,2,1,2,2,9959,905.4,0,734,0,1,1,False
103531211,Spokyn,https://www.linkedin.com/company/spokynapp/,www.Spokyn.net,Blockchain Services,1.0,US,New York City,2025.0,1.0,27.4,Foundations,36.7,20.0,23.5,2,2,3,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,667,667.0,1,925,0,1,1,False
379858,ResultsIQ,https://www.linkedin.com/company/resultsiq/,http://www.resultsiq.io,Marketing Services,12.0,US,Tampa,2005.0,21.0,36.5,Foundations,42.9,36.9,22.9,2,1,2,4,2,2,1,2,4,1,2,1,1,1,1,1,1,2,2914,242.8,18,556,0,1,1,False
96142069,New Converts,https://www.linkedin.com/company/new-converts-agency/,https://newconverts.agency/,Marketing Services,3.0,US,New York City,2015.0,11.0,42.6,Process & Response,50.9,40.3,30.5,3,2,4,2,3,1,1,4,3,2,1,1,2,2,2,1,1,1,1557,519.0,3,1100,0,1,1,False
106180365,Lunos,https://www.linkedin.com/company/lunos-ai/,https://www.lunos.ai/?utm_source=linkedin_page&utm_medium=overview-button&utm_campaign=brand,"Technology, Information and Internet",17.0,US,New York City,2024.0,2.0,30.0,Foundations,35.9,27.3,23.5,1,1,3,3,1,2,3,1,1,1,1,1,1,1,2,1,1,1,2174,127.9,20,887,0,1,1,False
80525925,TF Business Solutions,https://www.linkedin.com/company/tfbusinesssolutions/,https://tfbusinesssolutions.com,IT Services and IT Consulting,9.0,US,Austin,2021.0,5.0,42.1,Process & Response,53.2,40.2,23.6,3,2,4,2,2,3,1,3,3,1,2,2,1,1,1,2,1,1,2653,294.8,11,1826,0,1,1,False
18456739,GraphiteRx,https://www.linkedin.com/company/graphiterx/,http://www.GraphiteRx.com,Internet Marketplace Platforms,20.0,US,Nashville,,,35.4,Foundations,49.9,26.9,23.6,3,2,3,4,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2400,120.0,15,1606,0,1,1,False
68735511,LeanSummits,https://www.linkedin.com/company/leansummits/,https://www.leansummits.com/,Business Consulting and Services,17.0,US,Redwood City,2020.0,6.0,38.8,Foundations,50.3,36.6,20.0,3,2,4,2,2,2,1,2,3,1,2,2,1,1,1,1,1,1,1419,83.5,0,845,0,1,1,False
105014908,Cox & Co Advisory,https://www.linkedin.com/company/coxcoadvisory/,https://mailchi.mp/ba72282fe5f9/cc-subscribe,Financial Services,1.0,US,Houston,,,34.3,Foundations,47.1,26.9,23.6,4,2,3,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,3084,3084.0,0,1068,0,1,1,False
72069108,Visible,https://www.linkedin.com/company/getvisibleio/,http://getvisible.io,Marketing Services,9.0,US,Los Angeles,2021.0,5.0,32.6,Foundations,42.9,26.9,23.3,3,1,3,2,1,3,1,2,2,1,1,1,1,2,1,1,1,1,2664,296.0,0,1492,0,1,1,False
